Order No,Company Name,Order Date,Year,Quarter,Product Name,Category Name,Price,Quantity,Total
10458,Suprêmes délices,3/29/2018,2018,1,Fløtemysost,Dairy Products,17.2,50,860
10458,Suprêmes délices,3/29/2018,2018,1,Gumbär Gummibärchen,Confections,24.9,30,747
10458,Suprêmes délices,3/29/2018,2018,1,Ipoh Coffee,Beverages,36.8,20,736
10458,Suprêmes délices,3/29/2018,2018,1,Gnocchi di nonna Alice,Grains/Cereals,30.4,15,456
10459,Victuailles en stock,3/30/2018,2018,1,Mozzarella di Giovanni,Dairy Products,27.8,40,1112
10459,Victuailles en stock,3/30/2018,2018,1,Uncle Bob's Organic Dried Pears,Produce,24,16,384
10459,Victuailles en stock,3/30/2018,2018,1,Spegesild,Seafood,9.6,20,192
10460,Folk och fä HB,3/31/2018,2018,1,Scottish Longbreads,Confections,10,21,210
10460,Folk och fä HB,3/31/2018,2018,1,Rhönbräu Klosterbier,Beverages,6.2,4,24.8
10461,LILA-Supermercado,3/31/2018,2018,1,Pâté chinois,Meat/Poultry,19.2,60,1152
10461,LILA-Supermercado,3/31/2018,2018,1,Nord-Ost Matjeshering,Seafood,20.7,28,579.6
10461,LILA-Supermercado,3/31/2018,2018,1,Sir Rodney's Scones,Confections,8,40,320
10462,Consolidated Holdings,4/3/2018,2018,2,Tunnbröd,Grains/Cereals,7.2,21,151.2
10462,Consolidated Holdings,4/3/2018,2018,2,Konbu,Seafood,4.8,1,4.8
10463,Suprêmes délices,4/4/2018,2018,2,Singaporean Hokkien Fried Mee,Grains/Cereals,11.2,50,560
10463,Suprêmes délices,4/4/2018,2018,2,Teatime Chocolate Biscuits,Confections,7.3,21,153.3
10464,Furia Bacalhau e Frutos do Mar,4/4/2018,2018,2,Gnocchi di nonna Alice,Grains/Cereals,30.4,30,912
10464,Furia Bacalhau e Frutos do Mar,4/4/2018,2018,2,Camembert Pierrot,Dairy Products,27.2,20,544
10464,Furia Bacalhau e Frutos do Mar,4/4/2018,2018,2,Chef Anton's Cajun Seasoning,Condiments,17.6,16,281.6
10464,Furia Bacalhau e Frutos do Mar,4/4/2018,2018,2,Ipoh Coffee,Beverages,36.8,3,110.4
10465,Vaffeljernet,4/5/2018,2018,2,Thüringer Rostbratwurst,Meat/Poultry,99,18,1782
10465,Vaffeljernet,4/5/2018,2018,2,Valkoinen suklaa,Confections,13,25,325
10465,Vaffeljernet,4/5/2018,2018,2,Boston Crab Meat,Seafood,14.7,20,294
10465,Vaffeljernet,4/5/2018,2018,2,Røgede sild,Seafood,7.6,30,228
10465,Vaffeljernet,4/5/2018,2018,2,Guaraná Fantástica,Beverages,3.6,25,90
10466,Comércio Mineiro,4/6/2018,2018,2,Queso Cabrales,Dairy Products,16.8,10,168
10466,Comércio Mineiro,4/6/2018,2018,2,Spegesild,Seafood,9.6,5,48
10467,Magazzini Alimentari Riuniti,4/6/2018,2018,2,NuNuCa Nuß-Nougat-Creme,Confections,11.2,12,134.4
10467,Magazzini Alimentari Riuniti,4/6/2018,2018,2,Guaraná Fantástica,Beverages,3.6,28,100.8
10468,Königlich Essen,4/7/2018,2018,2,Ipoh Coffee,Beverages,36.8,15,552
10468,Königlich Essen,4/7/2018,2018,2,Nord-Ost Matjeshering,Seafood,20.7,8,165.6
10469,White Clover Markets,4/10/2018,2018,2,Chang,Beverages,15.2,40,608
10469,White Clover Markets,4/10/2018,2018,2,Pavlova,Confections,13.9,35,486.5
10469,White Clover Markets,4/10/2018,2018,2,Gula Malacca,Condiments,15.5,2,31
10470,Bon app',4/11/2018,2018,2,Carnarvon Tigers,Seafood,50,30,1500
10470,Bon app',4/11/2018,2018,2,Wimmers gute Semmelknödel,Grains/Cereals,26.6,8,212.8
10470,Bon app',4/11/2018,2018,2,Tunnbröd,Grains/Cereals,7.2,15,108
10471,B's Beverages,4/11/2018,2018,2,Uncle Bob's Organic Dried Pears,Produce,24,30,720
10471,B's Beverages,4/11/2018,2018,2,Gnocchi di nonna Alice,Grains/Cereals,30.4,20,608
10472,Seven Seas Imports,4/12/2018,2018,2,Manjimup Dried Apples,Produce,42.4,18,763.2
10472,Seven Seas Imports,4/12/2018,2018,2,Guaraná Fantástica,Beverages,3.6,80,288
10473,Island Trading,4/13/2018,2018,2,Fløtemysost,Dairy Products,17.2,12,206.4
10473,Island Trading,4/13/2018,2018,2,Geitost,Dairy Products,2,12,24
10474,Pericles Comidas clásicas,4/13/2018,2018,2,Rössle Sauerkraut,Produce,36.4,18,655.2
10474,Pericles Comidas clásicas,4/13/2018,2018,2,Boston Crab Meat,Seafood,14.7,21,308.7
10474,Pericles Comidas clásicas,4/13/2018,2018,2,Tofu,Produce,18.6,12,223.2
10474,Pericles Comidas clásicas,4/13/2018,2018,2,Rhönbräu Klosterbier,Beverages,6.2,10,62
10475,Suprêmes délices,4/14/2018,2018,2,Louisiana Hot Spiced Okra,Condiments,13.6,60,816
10475,Suprêmes délices,4/14/2018,2018,2,Lakkalikööri,Beverages,14.4,42,604.8
10475,Suprêmes délices,4/14/2018,2018,2,Gorgonzola Telino,Dairy Products,10,35,350
10476,HILARIÓN-Abastos,4/17/2018,2018,2,Outback Lager,Beverages,12,12,144
10476,HILARIÓN-Abastos,4/17/2018,2018,2,Pâté chinois,Meat/Poultry,19.2,2,38.4
10477,Princesa Isabel Vinhos,4/17/2018,2018,2,Chartreuse verte,Beverages,14.4,20,288
10477,Princesa Isabel Vinhos,4/17/2018,2018,2,Chai,Beverages,14.4,15,216
10477,Princesa Isabel Vinhos,4/17/2018,2018,2,Sir Rodney's Scones,Confections,8,21,168
10478,Victuailles en stock,4/18/2018,2018,2,Ikura,Seafood,24.8,20,496
10479,Rattlesnake Canyon Grocery,4/19/2018,2018,2,Côte de Blaye,Beverages,210.8,30,6324
10479,Rattlesnake Canyon Grocery,4/19/2018,2018,2,Raclette Courdavault,Dairy Products,44,60,2640
10479,Rattlesnake Canyon Grocery,4/19/2018,2018,2,Wimmers gute Semmelknödel,Grains/Cereals,26.6,30,798
10479,Rattlesnake Canyon Grocery,4/19/2018,2018,2,Perth Pasties,Meat/Poultry,26.2,28,733.6
10480,Folies gourmandes,4/20/2018,2018,2,Raclette Courdavault,Dairy Products,44,12,528
10480,Folies gourmandes,4/20/2018,2018,2,Zaanse koeken,Confections,7.6,30,228
10481,Ricardo Adocicados,4/20/2018,2018,2,Camembert Pierrot,Dairy Products,27.2,40,1088
10481,Ricardo Adocicados,4/20/2018,2018,2,Maxilaku,Confections,16,24,384
10482,Lazy K Kountry Store,4/21/2018,2018,2,Boston Crab Meat,Seafood,14.7,10,147
10483,White Clover Markets,4/24/2018,2018,2,Sasquatch Ale,Beverages,11.2,35,392
10483,White Clover Markets,4/24/2018,2018,2,Original Frankfurter grüne Soße,Condiments,10.4,30,312
10484,B's Beverages,4/24/2018,2018,2,Boston Crab Meat,Seafood,14.7,10,147
10484,B's Beverages,4/24/2018,2018,2,Manjimup Dried Apples,Produce,42.4,3,127.2
10484,B's Beverages,4/24/2018,2018,2,Sir Rodney's Scones,Confections,8,14,112
10485,LINO-Delicateses,4/25/2018,2018,2,Outback Lager,Beverages,12,60,720
10485,LINO-Delicateses,4/25/2018,2018,2,Pâté chinois,Meat/Poultry,19.2,30,576
10485,LINO-Delicateses,4/25/2018,2018,2,Chang,Beverages,15.2,20,304
10485,LINO-Delicateses,4/25/2018,2018,2,Aniseed Syrup,Condiments,8,20,160
10486,HILARIÓN-Abastos,4/26/2018,2018,2,Manjimup Dried Apples,Produce,42.4,25,1060
10486,HILARIÓN-Abastos,4/26/2018,2018,2,Longlife Tofu,Produce,8,16,128
10486,HILARIÓN-Abastos,4/26/2018,2018,2,Queso Cabrales,Dairy Products,16.8,5,84
10487,Queen Cozinha,4/26/2018,2018,2,Gumbär Gummibärchen,Confections,24.9,30,747
10487,Queen Cozinha,4/26/2018,2018,2,Tourtière,Meat/Poultry,5.9,24,141.6
10487,Queen Cozinha,4/26/2018,2018,2,Teatime Chocolate Biscuits,Confections,7.3,5,36.5
10488,Frankenversand,4/27/2018,2018,2,Raclette Courdavault,Dairy Products,44,30,1320
10488,Frankenversand,4/27/2018,2018,2,Röd Kaviar,Seafood,12,20,240
10489,Piccolo und mehr,4/28/2018,2018,2,Queso Cabrales,Dairy Products,16.8,15,252
10489,Piccolo und mehr,4/28/2018,2018,2,Pavlova,Confections,13.9,18,250.2
10490,HILARIÓN-Abastos,5/1/2018,2018,2,Raclette Courdavault,Dairy Products,44,60,2640
10490,HILARIÓN-Abastos,5/1/2018,2018,2,Scottish Longbreads,Confections,10,30,300
10490,HILARIÓN-Abastos,5/1/2018,2018,2,Rhönbräu Klosterbier,Beverages,6.2,36,223.2
10491,Furia Bacalhau e Frutos do Mar,5/1/2018,2018,2,Gula Malacca,Condiments,15.5,15,232.5
10491,Furia Bacalhau e Frutos do Mar,5/1/2018,2018,2,Original Frankfurter grüne Soße,Condiments,10.4,7,72.8
10492,Bottom-Dollar Markets,5/2/2018,2018,2,NuNuCa Nuß-Nougat-Creme,Confections,11.2,60,672
10492,Bottom-Dollar Markets,5/2/2018,2018,2,Singaporean Hokkien Fried Mee,Grains/Cereals,11.2,20,224
10493,La maison d'Asie,5/3/2018,2018,2,Gudbrandsdalsost,Dairy Products,28.8,10,288
10493,La maison d'Asie,5/3/2018,2018,2,Louisiana Fiery Hot Pepper Sauce,Condiments,16.8,15,252
10493,La maison d'Asie,5/3/2018,2018,2,Louisiana Hot Spiced Okra,Condiments,13.6,10,136
10494,Comércio Mineiro,5/3/2018,2018,2,Gnocchi di nonna Alice,Grains/Cereals,30.4,30,912
10495,Laughing Bacchus Wine Cellars,5/4/2018,2018,2,Jack's New England Clam Chowder,Seafood,7.7,20,154
10495,Laughing Bacchus Wine Cellars,5/4/2018,2018,2,Tunnbröd,Grains/Cereals,7.2,10,72
10495,Laughing Bacchus Wine Cellars,5/4/2018,2018,2,Original Frankfurter grüne Soße,Condiments,10.4,5,52
10496,Tradição Hipermercados,5/5/2018,2018,2,Gorgonzola Telino,Dairy Products,10,20,200
10497,Lehmanns Marktstand,5/5/2018,2018,2,Mozzarella di Giovanni,Dairy Products,27.8,25,695
10497,Lehmanns Marktstand,5/5/2018,2018,2,Gnocchi di nonna Alice,Grains/Cereals,30.4,14,425.6
10497,Lehmanns Marktstand,5/5/2018,2018,2,Original Frankfurter grüne Soße,Condiments,10.4,25,260
10498,HILARIÓN-Abastos,5/8/2018,2018,2,Singaporean Hokkien Fried Mee,Grains/Cereals,14,30,420
10498,HILARIÓN-Abastos,5/8/2018,2018,2,Boston Crab Meat,Seafood,18.4,5,92
10498,HILARIÓN-Abastos,5/8/2018,2018,2,Guaraná Fantástica,Beverages,4.5,14,63
10499,LILA-Supermercado,5/9/2018,2018,2,Rössle Sauerkraut,Produce,45.6,20,912
10499,LILA-Supermercado,5/9/2018,2018,2,Maxilaku,Confections,20,25,500
10500,La maison d'Asie,5/10/2018,2018,2,Rössle Sauerkraut,Produce,45.6,8,364.8
10500,La maison d'Asie,5/10/2018,2018,2,Genen Shouyu,Condiments,15.5,12,186
10501,Blauer See Delikatessen,5/10/2018,2018,2,Tourtière,Meat/Poultry,7.45,20,149
10502,Pericles Comidas clásicas,5/11/2018,2018,2,Laughing Lumberjack Lager,Beverages,14,30,420
10502,Pericles Comidas clásicas,5/11/2018,2018,2,Røgede sild,Seafood,9.5,21,199.5
10502,Pericles Comidas clásicas,5/11/2018,2018,2,Perth Pasties,Meat/Poultry,32.8,6,196.8
10503,Hungry Owl All-Night Grocers,5/12/2018,2018,2,Tofu,Produce,23.25,70,1627.5
10503,Hungry Owl All-Night Grocers,5/12/2018,2018,2,Louisiana Fiery Hot Pepper Sauce,Condiments,21.05,20,421
10504,White Clover Markets,5/12/2018,2018,2,Sirop d'érable,Condiments,28.5,25,712.5
10504,White Clover Markets,5/12/2018,2018,2,Perth Pasties,Meat/Poultry,32.8,10,328
10504,White Clover Markets,5/12/2018,2018,2,Chang,Beverages,19,12,228
10504,White Clover Markets,5/12/2018,2018,2,Sir Rodney's Scones,Confections,10,12,120
10505,Mère Paillarde,5/15/2018,2018,2,Tarte au sucre,Confections,49.3,3,147.9
10506,Königlich Essen,5/16/2018,2018,2,NuNuCa Nuß-Nougat-Creme,Confections,14,18,252
10506,Königlich Essen,5/16/2018,2018,2,Outback Lager,Beverages,15,14,210
10507,Antonio Moreno Taquería,5/16/2018,2018,2,Ipoh Coffee,Beverages,46,15,690
10507,Antonio Moreno Taquería,5/16/2018,2018,2,Chocolade,Confections,12.75,15,191.25
10508,Ottilies Käseladen,5/17/2018,2018,2,Chartreuse verte,Beverages,18,10,180
10508,Ottilies Käseladen,5/17/2018,2018,2,Konbu,Seafood,6,10,60
10509,Blauer See Delikatessen,5/18/2018,2018,2,Rössle Sauerkraut,Produce,45.6,3,136.8
10510,Save-a-lot Markets,5/19/2018,2018,2,Thüringer Rostbratwurst,Meat/Poultry,123.79,36,4456.44
10510,Save-a-lot Markets,5/19/2018,2018,2,Rhönbräu Klosterbier,Beverages,7.75,36,279
10511,Bon app',5/19/2018,2018,2,Uncle Bob's Organic Dried Pears,Produce,30,50,1500
10511,Bon app',5/19/2018,2018,2,Chef Anton's Cajun Seasoning,Condiments,22,50,1100
10511,Bon app',5/19/2018,2018,2,Northwoods Cranberry Sauce,Condiments,40,10,400
10512,Familia Arquibaldo,5/22/2018,2018,2,Camembert Pierrot,Dairy Products,34,12,408
10512,Familia Arquibaldo,5/22/2018,2018,2,Spegesild,Seafood,12,9,108
10512,Familia Arquibaldo,5/22/2018,2018,2,Zaanse koeken,Confections,9.5,6,57
10512,Familia Arquibaldo,5/22/2018,2018,2,Guaraná Fantástica,Beverages,4.5,10,45
10513,Die Wandernde Kuh,5/23/2018,2018,2,Mascarpone Fabioli,Dairy Products,32,50,1600
10513,Die Wandernde Kuh,5/23/2018,2018,2,Sirop d'érable,Condiments,28.5,15,427.5
10513,Die Wandernde Kuh,5/23/2018,2018,2,Sir Rodney's Scones,Confections,10,40,400
10514,Ernst Handel,5/23/2018,2018,2,Sir Rodney's Marmalade,Confections,81,39,3159
10514,Ernst Handel,5/23/2018,2018,2,Gnocchi di nonna Alice,Grains/Cereals,38,70,2660
10514,Ernst Handel,5/23/2018,2018,2,Rössle Sauerkraut,Produce,45.6,35,1596
10514,Ernst Handel,5/23/2018,2018,2,Louisiana Fiery Hot Pepper Sauce,Condiments,21.05,39,820.95
10514,Ernst Handel,5/23/2018,2018,2,Rhönbräu Klosterbier,Beverages,7.75,50,387.5
10515,QUICK-Stop,5/24/2018,2018,2,Schoggi Schokolade,Confections,43.9,120,5268
10515,QUICK-Stop,5/24/2018,2018,2,Camembert Pierrot,Dairy Products,34,84,2856
10515,QUICK-Stop,5/24/2018,2018,2,Mishi Kobe Niku,Meat/Poultry,97,16,1552
10515,QUICK-Stop,5/24/2018,2018,2,Pavlova,Confections,17.45,50,872.5
10515,QUICK-Stop,5/24/2018,2018,2,Geitost,Dairy Products,2.5,16,40
10516,Hungry Owl All-Night Grocers,5/25/2018,2018,2,Carnarvon Tigers,Seafood,62.5,25,1562.5
10516,Hungry Owl All-Night Grocers,5/25/2018,2018,2,Jack's New England Clam Chowder,Seafood,9.65,80,772
10516,Hungry Owl All-Night Grocers,5/25/2018,2018,2,Singaporean Hokkien Fried Mee,Grains/Cereals,14,20,280
10517,North/South,5/25/2018,2018,2,Raclette Courdavault,Dairy Products,55,4,220
10517,North/South,5/25/2018,2018,2,Outback Lager,Beverages,15,6,90
10517,North/South,5/25/2018,2018,2,Filo Mix,Grains/Cereals,7,6,42
10518,Tortuga Restaurante,5/26/2018,2018,2,Côte de Blaye,Beverages,263.5,15,3952.5
10518,Tortuga Restaurante,5/26/2018,2018,2,Gula Malacca,Condiments,19.45,9,175.05
10518,Tortuga Restaurante,5/26/2018,2018,2,Guaraná Fantástica,Beverages,4.5,5,22.5
10519,Chop-suey Chinese,5/29/2018,2018,2,Gnocchi di nonna Alice,Grains/Cereals,38,40,1520
10519,Chop-suey Chinese,5/29/2018,2018,2,Ikura,Seafood,31,16,496
10519,Chop-suey Chinese,5/29/2018,2018,2,Camembert Pierrot,Dairy Products,34,10,340
10520,Santé Gourmet,5/30/2018,2018,2,Perth Pasties,Meat/Poultry,32.8,5,164
10520,Santé Gourmet,5/30/2018,2018,2,Guaraná Fantástica,Beverages,4.5,8,36
10521,Cactus Comidas para llevar,5/30/2018,2018,2,Jack's New England Clam Chowder,Seafood,9.65,10,96.5
10521,Cactus Comidas para llevar,5/30/2018,2018,2,Scottish Longbreads,Confections,12.5,6,75
10521,Cactus Comidas para llevar,5/30/2018,2018,2,Steeleye Stout,Beverages,18,3,54
10522,Lehmanns Marktstand,5/31/2018,2018,2,Northwoods Cranberry Sauce,Condiments,40,24,960
10522,Lehmanns Marktstand,5/31/2018,2018,2,Chai,Beverages,18,40,720
10522,Lehmanns Marktstand,5/31/2018,2018,2,Nord-Ost Matjeshering,Seafood,25.89,20,517.8
10522,Lehmanns Marktstand,5/31/2018,2018,2,Boston Crab Meat,Seafood,18.4,25,460
10523,Seven Seas Imports,6/1/2018,2018,2,Sir Rodney's Marmalade,Confections,81,15,1215
10523,Seven Seas Imports,6/1/2018,2018,2,Alice Mutton,Meat/Poultry,39,25,975
10523,Seven Seas Imports,6/1/2018,2018,2,Gravad lax,Seafood,26,18,468
10523,Seven Seas Imports,6/1/2018,2018,2,Jack's New England Clam Chowder,Seafood,9.65,6,57.9
10524,Berglunds snabbköp,6/1/2018,2018,2,Ipoh Coffee,Beverages,46,60,2760
10524,Berglunds snabbköp,6/1/2018,2018,2,Nord-Ost Matjeshering,Seafood,25.89,10,258.9
10524,Berglunds snabbköp,6/1/2018,2018,2,Tourtière,Meat/Poultry,7.45,15,111.75
10524,Berglunds snabbköp,6/1/2018,2018,2,Ikura,Seafood,31,2,62
10525,Bon app',6/2/2018,2018,2,Inlagd Sill,Seafood,19,30,570
10525,Bon app',6/2/2018,2018,2,Boston Crab Meat,Seafood,18.4,15,276
10526,Wartian Herkku,6/5/2018,2018,2,Gnocchi di nonna Alice,Grains/Cereals,38,30,1140
10526,Wartian Herkku,6/5/2018,2018,2,Chai,Beverages,18,8,144
10526,Wartian Herkku,6/5/2018,2018,2,Konbu,Seafood,6,10,60
10527,QUICK-Stop,6/5/2018,2018,2,Chef Anton's Cajun Seasoning,Condiments,22,50,1100
10527,QUICK-Stop,6/5/2018,2018,2,Inlagd Sill,Seafood,19,30,570
10528,Great Lakes Food Market,6/6/2018,2018,2,Mozzarella di Giovanni,Dairy Products,34.8,9,313.2
10528,Great Lakes Food Market,6/6/2018,2018,2,Queso Cabrales,Dairy Products,21,3,63
10528,Great Lakes Food Market,6/6/2018,2018,2,Geitost,Dairy Products,2.5,8,20
10529,Maison Dewey,6/7/2018,2018,2,Gudbrandsdalsost,Dairy Products,36,10,360
10529,Maison Dewey,6/7/2018,2018,2,Pâté chinois,Meat/Poultry,24,14,336
10529,Maison Dewey,6/7/2018,2018,2,Scottish Longbreads,Confections,12.5,20,250
10530,Piccolo und mehr,6/8/2018,2018,2,Alice Mutton,Meat/Poultry,39,40,1560
10530,Piccolo und mehr,6/8/2018,2018,2,Ipoh Coffee,Beverages,46,25,1150
10530,Piccolo und mehr,6/8/2018,2018,2,Lakkalikööri,Beverages,18,50,900
10530,Piccolo und mehr,6/8/2018,2018,2,Sirop d'érable,Condiments,28.5,20,570
10531,Océano Atlántico Ltda.,6/8/2018,2018,2,Raclette Courdavault,Dairy Products,55,2,110
10532,Eastern Connection,6/9/2018,2018,2,Louisiana Hot Spiced Okra,Condiments,17,24,408
10532,Eastern Connection,6/9/2018,2018,2,Nord-Ost Matjeshering,Seafood,25.89,15,388.35
10533,Folk och fä HB,6/12/2018,2018,2,Chef Anton's Cajun Seasoning,Condiments,22,50,1100
10533,Folk och fä HB,6/12/2018,2018,2,Mozzarella di Giovanni,Dairy Products,34.8,24,835.2
10533,Folk och fä HB,6/12/2018,2018,2,Röd Kaviar,Seafood,15,24,360
10534,Lehmanns Marktstand,6/12/2018,2018,2,Nord-Ost Matjeshering,Seafood,25.89,10,258.9
10534,Lehmanns Marktstand,6/12/2018,2018,2,Boston Crab Meat,Seafood,18.4,10,184
10534,Lehmanns Marktstand,6/12/2018,2018,2,Tourtière,Meat/Poultry,7.45,10,74.5
10535,Antonio Moreno Taquería,6/13/2018,2018,2,Queso Cabrales,Dairy Products,21,50,1050
10535,Antonio Moreno Taquería,6/13/2018,2018,2,Raclette Courdavault,Dairy Products,55,15,825
10535,Antonio Moreno Taquería,6/13/2018,2018,2,Boston Crab Meat,Seafood,18.4,10,184
10535,Antonio Moreno Taquería,6/13/2018,2018,2,Ravioli Angelo,Grains/Cereals,19.5,5,97.5
10536,Lehmanns Marktstand,6/14/2018,2018,2,Camembert Pierrot,Dairy Products,34,35,1190
10536,Lehmanns Marktstand,6/14/2018,2018,2,Queso Manchego La Pastora,Dairy Products,38,15,570
10536,Lehmanns Marktstand,6/14/2018,2018,2,Gorgonzola Telino,Dairy Products,12.5,20,250
10536,Lehmanns Marktstand,6/14/2018,2018,2,Geitost,Dairy Products,2.5,30,75
10537,Richter Supermarkt,6/14/2018,2018,2,Mozzarella di Giovanni,Dairy Products,34.8,21,730.8
10537,Richter Supermarkt,6/14/2018,2018,2,Gorgonzola Telino,Dairy Products,12.5,30,375
10537,Richter Supermarkt,6/14/2018,2018,2,Manjimup Dried Apples,Produce,53,6,318
10537,Richter Supermarkt,6/14/2018,2018,2,Escargots de Bourgogne,Seafood,13.25,20,265
10537,Richter Supermarkt,6/14/2018,2018,2,Röd Kaviar,Seafood,15,9,135
10538,B's Beverages,6/15/2018,2018,2,Outback Lager,Beverages,15,7,105
10538,B's Beverages,6/15/2018,2018,2,Mozzarella di Giovanni,Dairy Products,34.8,1,34.8
10539,B's Beverages,6/16/2018,2018,2,Sir Rodney's Scones,Confections,10,15,150
10539,B's Beverages,6/16/2018,2018,2,Maxilaku,Confections,20,6,120
10539,B's Beverages,6/16/2018,2018,2,Konbu,Seafood,6,8,48
10539,B's Beverages,6/16/2018,2018,2,Geitost,Dairy Products,2.5,15,37.5
10540,QUICK-Stop,6/19/2018,2018,2,Côte de Blaye,Beverages,263.5,30,7905
10540,QUICK-Stop,6/19/2018,2018,2,Gumbär Gummibärchen,Confections,31.23,40,1249.2
10540,QUICK-Stop,6/19/2018,2018,2,Aniseed Syrup,Condiments,10,60,600
10540,QUICK-Stop,6/19/2018,2018,2,Scottish Longbreads,Confections,12.5,35,437.5
10541,Hanari Carnes,6/19/2018,2018,2,Côte de Blaye,Beverages,263.5,4,1054
10541,Hanari Carnes,6/19/2018,2018,2,Louisiana Fiery Hot Pepper Sauce,Condiments,21.05,36,757.8
10541,Hanari Carnes,6/19/2018,2018,2,Fløtemysost,Dairy Products,21.5,9,193.5
10541,Hanari Carnes,6/19/2018,2018,2,Guaraná Fantástica,Beverages,4.5,35,157.5
10542,Königlich Essen,6/20/2018,2018,2,Queso Cabrales,Dairy Products,21,15,315
10542,Königlich Essen,6/20/2018,2018,2,Tourtière,Meat/Poultry,7.45,24,178.8
10543,LILA-Supermercado,6/21/2018,2018,2,Queso Manchego La Pastora,Dairy Products,38,30,1140
10543,LILA-Supermercado,6/21/2018,2018,2,Tunnbröd,Grains/Cereals,9,70,630
10544,Lonesome Pine Restaurant,6/21/2018,2018,2,Rössle Sauerkraut,Produce,45.6,7,319.2
10544,Lonesome Pine Restaurant,6/21/2018,2018,2,Laughing Lumberjack Lager,Beverages,14,7,98
10545,Lazy K Kountry Store,6/22/2018,2018,2,Queso Cabrales,Dairy Products,21,10,210
10546,Victuailles en stock,6/23/2018,2018,2,Tarte au sucre,Confections,49.3,40,1972
10546,Victuailles en stock,6/23/2018,2018,2,Steeleye Stout,Beverages,18,30,540
10546,Victuailles en stock,6/23/2018,2018,2,Uncle Bob's Organic Dried Pears,Produce,30,10,300
10547,Seven Seas Imports,6/23/2018,2018,2,Inlagd Sill,Seafood,19,60,1140
10547,Seven Seas Imports,6/23/2018,2018,2,Mascarpone Fabioli,Dairy Products,32,24,768
10548,Toms Spezialitäten,6/26/2018,2018,2,Sasquatch Ale,Beverages,14,10,140
10548,Toms Spezialitäten,6/26/2018,2018,2,Jack's New England Clam Chowder,Seafood,9.65,14,135.1
10549,QUICK-Stop,6/27/2018,2018,2,Manjimup Dried Apples,Produce,53,48,2544
10549,QUICK-Stop,6/27/2018,2018,2,Røgede sild,Seafood,9.5,100,950
10549,QUICK-Stop,6/27/2018,2018,2,Gorgonzola Telino,Dairy Products,12.5,55,687.5
10550,Godos Cocina Típica,6/28/2018,2018,2,Alice Mutton,Meat/Poultry,39,8,312
10550,Godos Cocina Típica,6/28/2018,2018,2,Sirop d'érable,Condiments,28.5,10,285
10550,Godos Cocina Típica,6/28/2018,2018,2,Teatime Chocolate Biscuits,Confections,9.2,10,92
10550,Godos Cocina Típica,6/28/2018,2018,2,Sir Rodney's Scones,Confections,10,6,60
10551,Furia Bacalhau e Frutos do Mar,6/28/2018,2018,2,Gula Malacca,Condiments,19.45,40,778
10551,Furia Bacalhau e Frutos do Mar,6/28/2018,2018,2,Pavlova,Confections,17.45,40,698
10551,Furia Bacalhau e Frutos do Mar,6/28/2018,2018,2,Steeleye Stout,Beverages,18,20,360
10552,HILARIÓN-Abastos,6/29/2018,2018,2,Gudbrandsdalsost,Dairy Products,36,18,648
10552,HILARIÓN-Abastos,6/29/2018,2018,2,Rhönbräu Klosterbier,Beverages,7.75,30,232.5
10553,Wartian Herkku,6/30/2018,2018,2,Gustaf's Knäckebröd,Grains/Cereals,21,24,504
10553,Wartian Herkku,6/30/2018,2018,2,Gorgonzola Telino,Dairy Products,12.5,30,375
10553,Wartian Herkku,6/30/2018,2018,2,Queso Cabrales,Dairy Products,21,15,315
10553,Wartian Herkku,6/30/2018,2018,2,Pavlova,Confections,17.45,14,244.3
10553,Wartian Herkku,6/30/2018,2018,2,Steeleye Stout,Beverages,18,6,108
10554,Ottilies Käseladen,6/30/2018,2018,2,Tarte au sucre,Confections,49.3,20,986
10554,Ottilies Käseladen,6/30/2018,2018,2,Pavlova,Confections,17.45,30,523.5
10554,Ottilies Käseladen,6/30/2018,2018,2,Tunnbröd,Grains/Cereals,9,20,180
10554,Ottilies Käseladen,6/30/2018,2018,2,Original Frankfurter grüne Soße,Condiments,13,10,130
10555,Save-a-lot Markets,7/3/2018,2018,3,Gnocchi di nonna Alice,Grains/Cereals,38,40,1520
10555,Save-a-lot Markets,7/3/2018,2018,3,Manjimup Dried Apples,Produce,53,20,1060
10555,Save-a-lot Markets,7/3/2018,2018,3,Tofu,Produce,23.25,30,697.5
10555,Save-a-lot Markets,7/3/2018,2018,3,Teatime Chocolate Biscuits,Confections,9.2,35,322
10555,Save-a-lot Markets,7/3/2018,2018,3,Guaraná Fantástica,Beverages,4.5,18,81
10556,Simons bistro,7/4/2018,2018,3,Mozzarella di Giovanni,Dairy Products,34.8,24,835.2
10557,Lehmanns Marktstand,7/4/2018,2018,3,Wimmers gute Semmelknödel,Grains/Cereals,33.25,30,997.5
10557,Lehmanns Marktstand,7/4/2018,2018,3,Rhönbräu Klosterbier,Beverages,7.75,20,155
10558,Around the Horn,7/5/2018,2018,3,Manjimup Dried Apples,Produce,53,20,1060
10558,Around the Horn,7/5/2018,2018,3,Perth Pasties,Meat/Poultry,32.8,18,590.4
10558,Around the Horn,7/5/2018,2018,3,Zaanse koeken,Confections,9.5,25,237.5
10558,Around the Horn,7/5/2018,2018,3,Filo Mix,Grains/Cereals,7,30,210
10558,Around the Horn,7/5/2018,2018,3,Röd Kaviar,Seafood,15,3,45
10559,Blondel père et fils,7/6/2018,2018,3,Pâté chinois,Meat/Poultry,24,18,432
